movie_name,budget,revenue,genre,actors_y,directors_y
I Don't Know How She Does It,"$24,000,000","$30,551,495","Romance, Comedy","Sarah Jessica Parker, Pierce Brosnan, Sarah Shahi",Douglas McGrath
Piranha 3D,"$24,000,000","$83,188,165","Comedy, Horror","Elisabeth Shue, Adam Scott, Jerry O'Connell",Alexandre Aja
Beyond the Sea,"$23,000,000",$0,"Drama, Music","Kevin Spacey, Kate Bosworth, John Goodman",Kevin Spacey
Meet the Deedles,"$24,000,000","$4,562,146","Animation, Comedy, Family","Paul Walker, John Ashton, Dennis Hopper",Steve Boyum
The Thief and the Cobbler,"$28,000,000","$669,276","Adventure, Fantasy, Animation, Science Fiction, Family","Vincent Price, Anthony Quayle, Sean Connery",Richard Williams
The Bridge of San Luis Rey,$0,$0,"Romance, Drama","Gabriel Byrne, F. Murray Abraham, Kathy Bates",Mary McGuckian
Faster,"$24,000,000","$23,081,726","Crime, Drama, Action, Thriller","Dwayne Johnson, Billy Bob Thornton, Maggie Grace","George Tillman, Jr."
Howl's Moving Castle,"$24,000,000","$234,710,455","Fantasy, Animation, Adventure","Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin",Hayao Miyazaki
Zombieland,"$23,600,000","$102,391,382","Comedy, Horror","Jesse Eisenberg, Woody Harrelson, Emma Stone",Ruben Fleischer
The Waterboy,"$23,000,000","$185,991,646",Comedy,"Adam Sandler, Kathy Bates, Fairuza Balk",Frank Coraci
The Empire Strikes Back,"$18,000,000","$538,400,000","Adventure, Action, Science Fiction","Mark Hamill, Harrison Ford, Carrie Fisher",Irvin Kershner
Bad Boys,"$19,000,000","$141,407,024","Action, Comedy, Crime, Thriller","Will Smith, Martin Lawrence, Téa Leoni",Michael Bay
The Naked Gun 2½: The Smell of Fear,"$23,000,000","$86,930,411","Comedy, Crime","Leslie Nielsen, Priscilla Presley, George Kennedy",David Zucker
Final Destination,"$23,000,000","$53,302,314",Horror,"Devon Sawa, Ali Larter, Kerr Smith",James Wong
The Ides of March,"$12,500,000","$75,993,061",Drama,"Ryan Gosling, George Clooney, Philip Seymour Hoffman",George Clooney
Pitch Black,"$23,000,000","$53,187,659","Thriller, Science Fiction, Action","Vin Diesel, Radha Mitchell, Cole Hauser",David Twohy
Someone Like You...,"$23,000,000",$0,"Comedy, Romance","Ashley Judd, Greg Kinnear, Hugh Jackman",Tony Goldwyn
Her,"$23,000,000","$47,351,251","Romance, Science Fiction, Drama","Joaquin Phoenix, Scarlett Johansson, Rooney Mara",Spike Jonze
Joy Ride,"$23,000,000","$36,642,838","Mystery, Thriller, Drama","Steve Zahn, Paul Walker, Leelee Sobieski",John Dahl
The Adventurer: The Curse of the Midas Box,"$25,000,000","$6,399","Fantasy, Adventure, Family","Aneurin Barnard, Michael Sheen, Lena Headey",Jonathan Newman
Anywhere But Here,"$23,000,000","$18,653,615","Drama, Comedy, Romance","Susan Sarandon, Natalie Portman, Hart Bochner",Wayne Wang
The Crew,$0,$0,"Action, Comedy","Richard Dreyfuss, Burt Reynolds, Dan Hedaya",Michael Dinner
Haywire,"$23,000,000","$33,372,606","Action, Thriller","Gina Carano, Ewan McGregor, Michael Fassbender",Steven Soderbergh
Jaws: The Revenge,"$23,000,000","$51,881,013","Adventure, Thriller","Lorraine Gary, Lance Guest, Mario Van Peebles",Joseph Sargent
Marvin's Room,$0,$0,Drama,"Diane Keaton, Meryl Streep, Leonardo DiCaprio",Jerry Zaks
The Longshots,$0,$0,"Drama, Family","Ice Cube, Keke Palmer, Tasha Smith",Fred Durst
The End of the Affair,"$23,000,000","$10,827,816",Drama,"Ralph Fiennes, Stephen Rea, Julianne Moore",Neil Jordan
Harley Davidson and the Marlboro Man,"$23,000,000","$7,434,726","Action, Thriller","Mickey Rourke, Don Johnson, Chelsea Field",Simon Wincer
In the Valley of Elah,"$23,000,000","$29,541,790","History, Drama, Thriller, Crime, Mystery","Tommy Lee Jones, Charlize Theron, Susan Sarandon",Paul Haggis
Coco Before Chanel,$0,$0,"Drama, History","Audrey Tautou, Benoît Poelvoorde, Alessandro Nivola",Anne Fontaine
Forsaken,"$11,000,000",$0,"Western, Drama","Demi Moore, Kiefer Sutherland, Donald Sutherland",Jon Cassar
Cheri,"$23,000,000","$9,366,227","Drama, Comedy, Romance","Michelle Pfeiffer, Kathy Bates, Rupert Friend",Stephen Frears
Vanity Fair,"$23,000,000","$16,123,851","Drama, Romance","Reese Witherspoon, James Purefoy, Jonathan Rhys Meyers",Mira Nair
Bodyguards and Assassins,"$23,000,000","$5,837,674","Drama, Action, History","Donnie Yen, Wang Xue-qi, Tony Leung Ka-Fai",Teddy Chan
1408,"$25,000,000","$94,679,598","Horror, Thriller","John Cusack, Samuel L. Jackson, Mary McCormack",Mikael Håfström
Spaceballs,"$22,700,000","$38,119,483","Comedy, Science Fiction","Mel Brooks, Rick Moranis, Bill Pullman",Mel Brooks
The Water Diviner,"$22,500,000","$15,520,023","War, Drama","Russell Crowe, Olga Kurylenko, Yılmaz Erdoğan",Russell Crowe
Ghost,"$22,000,000","$505,000,000","Fantasy, Drama, Thriller, Mystery, Romance","Patrick Swayze, Demi Moore, Whoopi Goldberg",Jerry Zucker
There's Something About Mary,"$23,000,000","$369,884,651","Romance, Comedy","Cameron Diaz, Ben Stiller, Matt Dillon",Bobby Farrelly
The Santa Clause,"$22,000,000","$189,833,357","Fantasy, Drama, Comedy, Family","Tim Allen, Judge Reinhold, Wendy Crewson",John Pasquin
The Rookie,"$20,000,000","$75,597,042","Drama, Family","Dennis Quaid, Rachel Griffiths, Beth Grant",John Lee Hancock
The Game Plan,"$22,000,000","$147,880,543","Comedy, Family","Dwayne Johnson, Madison Pettis, Kyra Sedgwick",Andy Fickman
The Bridges of Madison County,"$24,000,000","$182,016,617","Drama, Romance","Meryl Streep, Clint Eastwood, Annie Corley",Clint Eastwood
The Animal,"$22,000,000","$84,772,742","Action, Comedy","Rob Schneider, Colleen Haskell, John C. McGinley",Luke Greenfield
Gandhi,"$22,000,000","$77,737,889","Drama, History","Ben Kingsley, Candice Bergen, Edward Fox",Richard Attenborough
The Hundred-Foot Journey,"$22,000,000","$88,880,821",Drama,"Helen Mirren, Manish Dayal, Om Puri",Lasse Hallström
The Net,"$22,000,000","$110,627,965","Crime, Drama, Mystery, Thriller, Action","Sandra Bullock, Jeremy Northam, Dennis Miller",Irwin Winkler
I Am Sam,"$22,000,000","$92,542,418",Drama,"Sean Penn, Michelle Pfeiffer, Dianne Wiest",Jessie Nelson
Son of God,"$22,000,000","$67,800,064",Drama,"Roma Downey, Diogo Morgado, Louise Delamere",Christopher Spencer
Underworld,"$22,000,000","$95,708,457","Fantasy, Action, Thriller","Kate Beckinsale, Scott Speedman, Michael Sheen",Len Wiseman
Derailed,"$22,000,000","$57,479,076","Drama, Thriller","Clive Owen, Jennifer Aniston, Vincent Cassel",Mikael Håfström
The Informant!,"$22,000,000","$35,424,826","Drama, Comedy, Crime","Matt Damon, Scott Bakula, Joel McHale",Steven Soderbergh
Shadowlands,"$22,000,000",$0,"Drama, Romance","Anthony Hopkins, Debra Winger, John Wood",Richard Attenborough
Deuce Bigalow: European Gigolo,"$22,000,000","$22,400,154",Comedy,"Rob Schneider, Eddie Griffin, Jeroen Krabbé",Mike Bigelow
Delivery Man,"$26,000,000","$51,164,106",Comedy,"Vince Vaughn, Cobie Smulders, Chris Pratt",Ken Scott
Our Kind of Traitor,$0,"$9,930,095",Thriller,"Ewan McGregor, Stellan Skarsgård, Damian Lewis",Susanna White
Saving Silverman,"$22,000,000","$19,351,569","Comedy, Crime, Romance","Jason Biggs, Steve Zahn, Jack Black",Dennis Dugan
Diary of a Wimpy Kid: Dog Days,"$22,000,000","$77,112,176","Comedy, Family","Zachary Gordon, Robert Capron, Devon Bostick",David Bowers
Summer of Sam,$0,$0,"Thriller, Drama, Crime, Romance","John Leguizamo, Adrien Brody, Mira Sorvino",Spike Lee
Jay and Silent Bob Strike Back,"$22,000,000","$33,788,161",Comedy,"Kevin Smith, Jason Mewes, Ben Affleck",Kevin Smith
The Glass House,"$30,000,000","$23,619,609","Drama, Thriller","Leelee Sobieski, Diane Lane, Stellan Skarsgård",Daniel Sackheim
"Hail, Caesar!","$22,000,000","$63,647,656","Comedy, Drama, Mystery","Josh Brolin, George Clooney, Alden Ehrenreich",Joel Coen
Josie and the Pussycats,"$22,000,000",$0,"Comedy, Music","Rachael Leigh Cook, Rosario Dawson, Tara Reid",Deborah Kaplan
Homefront,"$22,000,000","$43,058,898","Action, Thriller","Jason Statham, James Franco, Izabela Vidovic",Gary Fleder
The Little Vampire,"$22,000,000","$13,555,988","Family, Horror","Richard E. Grant, Jonathan Lipnicki, Jim Carter",Uli Edel
I Heart Huckabees,"$22,000,000",$0,"Comedy, Romance","Jason Schwartzman, Dustin Hoffman, Lily Tomlin",David O. Russell
RoboCop 3,"$22,000,000","$10,696,210","Action, Adventure, Crime, Science Fiction, Thriller","Robert John Burke, Nancy Allen, Mario Machado",Fred Dekker
Megiddo: The Omega Code 2,$0,$0,"Action, Science Fiction, Thriller","Michael York, Michael Biehn, Diane Venora",Brian Trenchard-Smith
Darling Lili,$0,$0,"Drama, Comedy, Thriller, Music, Romance","Julie Andrews, Rock Hudson, Jeremy Kemp",Blake Edwards
Dudley Do-Right,"$70,000,000",$0,"Comedy, Family, Romance","Brendan Fraser, Sarah Jessica Parker, Alfred Molina",Hugh Wilson
The Transporter Refueled,"$25,000,000","$72,629,670","Thriller, Action, Crime","Ed Skrein, Ray Stevenson, Loan Chabanol",Camille Delamarre
The Libertine,$0,$0,"Drama, Romance","Johnny Depp, Samantha Morton, John Malkovich",Laurence Dunmore
Black Book,"$21,000,000","$26,193,068","Drama, Thriller, War","Carice van Houten, Sebastian Koch, Thom Hoffman",Paul Verhoeven
Joyeux Noël,"$22,000,000","$17,709,155","Romance, Drama, History, War, Music","Diane Kruger, Natalie Dessay, Benno Fürmann",Christian Carion
Hit & Run,"$2,000,000","$14,400,000","Action, Comedy, Romance","Kristen Bell, Dax Shepard, Tom Arnold",Dax Shepard
Mad Money,$0,$0,"Action, Comedy, Crime","Diane Keaton, Queen Latifah, Katie Holmes",Callie Khouri
Before I Go to Sleep,"$22,000,000","$15,447,154","Mystery, Thriller","Nicole Kidman, Colin Firth, Mark Strong",Rowan Joffe
Sorcerer,"$22,000,000","$12,000,000","Action, Thriller, Adventure","Roy Scheider, Bruno Cremer, Francisco Rabal",William Friedkin
Stone,"$22,000,000","$9,479,718",Drama,"Frances Conroy, Robert De Niro, Edward Norton",John Curran
Moliere,$0,$0,"Romance, Drama, Comedy","Romain Duris, Fabrice Luchini, Edouard Baer",Laurent Tirard
Out of the Furnace,"$22,000,000","$15,400,000","Thriller, Drama, Crime","Christian Bale, Zoe Saldana, Woody Harrelson",Scott Cooper
Michael Clayton,"$25,000,000","$92,991,835","Drama, Mystery, Crime","George Clooney, Tom Wilkinson, Tilda Swinton",Tony Gilroy
My Fellow Americans,$0,$0,"Comedy, Drama","Jack Lemmon, James Garner, Dan Aykroyd",Peter Segal
Arlington Road,"$21,500,000",$0,"Drama, Thriller, Mystery","Jeff Bridges, Tim Robbins, Joan Cusack",Mark Pellington
Underdogs,"$22,000,000","$24,000,000","Animation, Adventure, Romance","Juan José Campanella, Diego Ramos, Pablo Rago",Juan José Campanella
To Rome with Love,"$17,000,000","$73,244,881","Romance, Comedy","Ellen Page, Woody Allen, Jesse Eisenberg",Woody Allen
Firefox,"$18,000,000","$70,687,344","Science Fiction, Action, Adventure, Thriller","Clint Eastwood, Freddie Jones, David Huffman",Clint Eastwood
"South Park: Bigger, Longer & Uncut","$21,000,000",$0,"Animation, Comedy, Music","Trey Parker, Matt Stone, Mary Kay Bergman",Trey Parker
Death at a Funeral,"$9,000,000",$46,"Comedy, Drama","Matthew Macfadyen, Keeley Hawes, Andy Nyman",Frank Oz
Teenage Mutant Ninja Turtles III,"$21,000,000","$42,000,000","Action, Adventure, Comedy, Family, Fantasy, Science Fiction","Paige Turco, Stuart Wilson, Sab Shimono",Stuart Gillard
Hardball,"$32,000,000","$40,222,729","Comedy, Romance","Keanu Reeves, Diane Lane, Michael B. Jordan",Brian Robbins
Silver Linings Playbook,"$21,000,000","$205,738,714","Drama, Comedy, Romance","Bradley Cooper, Jennifer Lawrence, Robert De Niro",David O. Russell
Freedom Writers,"$21,000,000","$41,170,784","Crime, Drama","Hilary Swank, Scott Glenn, Imelda Staunton",Richard LaGravenese
For Colored Girls,$0,"$37,000,000",Drama,"Kimberly Elise, Janet Jackson, Loretta Devine",Tyler Perry
The Transporter,"$21,000,000","$43,928,932","Action, Crime, Thriller","Jason Statham, Shu Qi, François Berléand",Louis Leterrier
Never Back Down,"$20,000,000","$41,627,431","Drama, Action","Sean Faris, Amber Heard, Cam Gigandet",Jeff Wadlow
The Rage: Carrie 2,"$21,000,000","$17,762,705","Horror, Thriller, Science Fiction","Emily Bergl, Jason London, Amy Irving",Katt Shea
Away We Go,"$17,000,000","$14,899,417","Drama, Comedy, Romance","John Krasinski, Maya Rudolph, Carmen Ejogo",Sam Mendes
Swing Vote,"$21,000,000","$17,600,000","Drama, Comedy","Kevin Costner, Madeline Carroll, Paula Patton",Joshua Michael Stern
Moonlight Mile,"$21,000,000","$10,011,050","Romance, Drama","Jake Gyllenhaal, Dustin Hoffman, Susan Sarandon",Brad Silberling
Tinker Tailor Soldier Spy,"$30,000,000",$0,"Drama, Thriller, Mystery","John Hurt, Gary Oldman, Kathy Burke",Tomas Alfredson
Molly,$0,$0,"Drama, Comedy, Romance","Elisabeth Shue, Aaron Eckhart, Jill Hennessy",John Duigan
The Beaver,"$21,000,000","$970,816",Drama,"Jodie Foster, Mel Gibson, Jennifer Lawrence",Jodie Foster
The Best Little Whorehouse in Texas,"$35,000,000","$69,701,637",Comedy,"Burt Reynolds, Dolly Parton, Dom DeLuise",Colin Higgins
eXistenZ,"$15,000,000","$2,856,712","Action, Thriller, Science Fiction, Horror","Jennifer Jason Leigh, Jude Law, Ian Holm",David Cronenberg
Raiders of the Lost Ark,"$18,000,000","$389,925,971","Adventure, Action","Harrison Ford, Karen Allen, Paul Freeman",Steven Spielberg
Home Alone 2: Lost in New York,"$18,000,000","$358,991,681","Comedy, Family, Adventure, Crime","Macaulay Culkin, Joe Pesci, Catherine O'Hara",Chris Columbus
Close Encounters of the Third Kind,"$20,000,000","$303,788,635","Science Fiction, Drama","Richard Dreyfuss, François Truffaut, Teri Garr",Steven Spielberg
Pulse,"$38,000,000","$29,907,685","Horror, Thriller","Kristen Bell, Ian Somerhalder, Christina Milian",Jim Sonzero
Beverly Hills Cop II,"$20,000,000","$299,965,036","Action, Comedy, Crime","Eddie Murphy, Judge Reinhold, John Ashton",Tony Scott
Bringing Down the House,"$20,000,000","$132,675,402",Comedy,"Steve Martin, Queen Latifah, Eugene Levy",Adam Shankman
The Silence of the Lambs,"$19,000,000","$272,742,922","Crime, Drama, Thriller","Jodie Foster, Anthony Hopkins, Scott Glenn",Jonathan Demme
Wayne's World,"$20,000,000","$121,697,323","Music, Comedy","Mike Myers, Dana Carvey, Rob Lowe",Penelope Spheeris
Jackass 3D,"$20,000,000","$117,224,271","Comedy, Documentary, Action","Johnny Knoxville, Bam Margera, Ryan Dunn",Jeff Tremaine
Jaws 2,"$20,000,000","$187,884,007","Horror, Thriller","Roy Scheider, Lorraine Gary, Murray Hamilton",Jeannot Szwarc
Beverly Hills Chihuahua,"$20,000,000","$149,281,606","Adventure, Comedy, Family","Drew Barrymore, Piper Perabo, Andy García",Raja Gosnell
The Conjuring,"$13,000,000","$318,000,141","Horror, Thriller","Patrick Wilson, Vera Farmiga, Lili Taylor",James Wan
Are We There Yet?,"$32,000,000","$97,918,663","Adventure, Comedy, Family, Romance","Ice Cube, Nia Long, Aleisha Allen",Brian Levant
Tammy,"$20,000,000","$100,525,432",Comedy,"Melissa McCarthy, Susan Sarandon, Kathy Bates",Ben Falcone
School of Rock,"$35,000,000","$131,282,949","Comedy, Music","Jack Black, Joan Cusack, Mike White",Richard Linklater
Mortal Kombat,"$18,000,000","$122,195,920","Action, Fantasy","Christopher Lambert, Robin Shou, Linden Ashby",Paul W.S. Anderson
White Chicks,"$37,000,000","$113,086,475",Comedy,"Shawn Wayans, Marlon Wayans, Jaime King",Keenen Ivory Wayans
The Descendants,"$20,000,000","$177,243,185","Comedy, Drama","George Clooney, Shailene Woodley, Amara Miller",Alexander Payne
Holes,"$20,000,000",$0,"Adventure, Family, Drama, Comedy","Sigourney Weaver, Jon Voight, Tim Blake Nelson",Andrew Davis
The Last Song,$0,$0,"Drama, Family, Romance","Miley Cyrus, Greg Kinnear, Bobby Coleman",Julie Anne Robinson
12 Years a Slave,"$20,000,000","$187,000,000","Drama, History","Chiwetel Ejiofor, Michael Fassbender, Lupita Nyong'o",Steve McQueen
Drumline,"$20,000,000","$57,588,485","Drama, Romance, Comedy, Music","Nick Cannon, Zoe Saldana, Orlando Jones",Charles Stone III
Why Did I Get Married Too?,"$20,000,000","$60,072,596","Comedy, Romance","Tyler Perry, Janet Jackson, Jill Scott",Tyler Perry
Edward Scissorhands,"$20,000,000","$53,000,000","Fantasy, Drama, Romance","Johnny Depp, Winona Ryder, Dianne Wiest",Tim Burton
Me Before You,"$20,000,000","$207,945,075","Drama, Romance","Emilia Clarke, Sam Claflin, Janet McTeer",Thea Sharrock
Madea's Witness Protection,$0,$0,"Drama, Comedy, Crime","Tyler Perry, Eugene Levy, Denise Richards",Tyler Perry
The French Connection,"$1,800,000","$41,158,757","Action, Crime, Thriller","Gene Hackman, Fernando Rey, Roy Scheider",William Friedkin
Bad Moms,"$20,000,000","$183,936,074",Comedy,"Mila Kunis, Kristen Bell, Kathryn Hahn",Jon Lucas
Date Movie,"$20,000,000","$48,548,426",Comedy,"Alyson Hannigan, Adam Campbell, Sophie Monk",Jason Friedberg
Return to Never Land,"$20,000,000","$109,862,682","Adventure, Fantasy, Animation, Family","Harriet Owen, Blayne Weaver, Jeff Bennett",Robin Budd
Selma,"$20,000,000","$66,787,908","History, Drama","David Oyelowo, Tom Wilkinson, Carmen Ejogo",Ava DuVernay
The Jungle Book 2,"$20,000,000","$135,680,000","Family, Animation, Adventure","John Goodman, Haley Joel Osment, Mae Whitman",Steve Trenbirth
Boogeyman,"$20,000,000","$67,192,859","Thriller, Horror, Drama, Mystery","Emily Deschanel, Barry Watson, Skye McCole Bartusiak",Stephen T. Kay
Premonition,"$20,000,000","$84,146,832","Thriller, Drama, Mystery","Sandra Bullock, Julian McMahon, Courtney Taylor Burness",Mennan Yapo
The Tigger Movie,"$30,000,000","$45,554,533","Animation, Family","Jim Cummings, Nikita Hopkins, Ken Sansom",Jun Falkenstein
Orphan,"$20,000,000","$41,596,251","Horror, Thriller, Mystery","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman",Jaume Collet-Serra
Max,"$20,000,000","$43,967,255","Adventure, Drama, Family","Thomas Haden Church, Josh Wiggins, Lauren Graham",Boaz Yakin
Epic Movie,"$20,000,000","$86,865,564","Action, Adventure, Comedy","Kal Penn, Adam Campbell, Jennifer Coolidge",Jason Friedberg
Spotlight,"$20,000,000","$88,346,473","Drama, Thriller, History","Mark Ruffalo, Michael Keaton, Rachel McAdams",Tom McCarthy
Lakeview Terrace,"$20,000,000","$27,640,028","Drama, Crime, Thriller","Samuel L. Jackson, Patrick Wilson, Kerry Washington",Neil LaBute
The Grudge 2,"$20,000,000","$39,143,839","Horror, Thriller","Sarah Michelle Gellar, Amber Tamblyn, Edison Chen",Takashi Shimizu
How Stella Got Her Groove Back,"$20,000,000","$37,672,350","Comedy, Drama, Romance","Angela Bassett, Taye Diggs, Whoopi Goldberg",Kevin Rodney Sullivan
Bill & Ted's Bogus Journey,$0,$0,"Adventure, Comedy, Family, Fantasy, Science Fiction","Keanu Reeves, Alex Winter, George Carlin",Peter Hewitt
Man of the Year,"$20,000,000","$41,237,648","Comedy, Drama, Romance, Thriller","Robin Williams, Christopher Walken, Laura Linney",Barry Levinson
The Black Hole,"$20,000,000","$35,841,901","Adventure, Family, Science Fiction, Action","Maximilian Schell, Anthony Perkins, Robert Forster",Gary Nelson
The American,"$20,000,000","$65,464,324","Crime, Drama, Thriller","George Clooney, Violante Placido, Thekla Reuten",Anton Corbijn
Selena,"$20,000,000","$60,000,000",Drama,"Jennifer Lopez, Edward James Olmos, Constance Marie",Gregory Nava
Vampires Suck,"$20,000,000","$80,547,866","Horror, Comedy","Chris Riggi, Matt Lanter, Jenn Proske",Jason Friedberg
Babel,"$25,000,000","$135,330,182",Drama,"Brad Pitt, Cate Blanchett, Gael García Bernal",Alejandro González Iñárritu
This Is Where I Leave You,"$19,800,000","$41,296,320","Drama, Comedy","Jason Bateman, Tina Fey, Adam Driver",Shawn Levy
Doubt,"$20,000,000","$50,907,234","Drama, Mystery","Meryl Streep, Philip Seymour Hoffman, Amy Adams",John Patrick Shanley
Team America: World Police,"$32,000,000","$50,907,422","Music, Adventure, Animation, Action, Comedy","Trey Parker, Matt Stone, Kristen Miller",Trey Parker
Texas Chainsaw 3D,"$20,000,000","$47,241,945","Horror, Thriller","Alexandra Daddario, Dan Yeager, Bill Moseley",John Luessenhop
Copycat,$0,$0,"Drama, Thriller","Sigourney Weaver, Holly Hunter, Will Patton",Jon Amiel
Scary Movie 5,"$20,000,000","$78,378,744",Comedy,"Simon Rex, Ashley Tisdale, Charlie Sheen",Malcolm D. Lee
Paint Your Wagon,"$20,000,000","$31,678,778","Drama, Action, Comedy, Western, Music","Lee Marvin, Clint Eastwood, Jean Seberg",Joshua Logan
Milk,"$20,000,000","$54,586,584","History, Drama","Sean Penn, Emile Hirsch, James Franco",Gus Van Sant
Risen,"$20,000,000","$46,069,568",Action,"Tom Felton, Cliff Curtis, Joseph Fiennes",Kevin Reynolds
Ghost Ship,"$35,000,000","$68,349,884","Horror, Mystery, Thriller","Gabriel Byrne, Julianna Margulies, Desmond Harrington",Steve Beck
A Very Harold & Kumar Christmas,"$19,000,000","$35,387,212",Comedy,"Neil Patrick Harris, John Cho, Elias Koteas",Todd Strauss-Schulson
Wild Things,"$20,000,000","$67,200,000","Crime, Drama, Mystery","Matt Dillon, Kevin Bacon, Denise Richards",John McNaughton
The Stepfather,$0,$0,"Horror, Thriller, Mystery","Dylan Walsh, Sela Ward, Penn Badgley",Nelson McCormick
The Debt,"$20,000,000","$45,636,368","Drama, Thriller","Helen Mirren, Ciarán Hinds, Tom Wilkinson",John Madden
High Fidelity,"$30,000,000","$47,126,295","Comedy, Drama, Romance, Music","John Cusack, Iben Hjejle, Todd Louiso",Stephen Frears
One Missed Call,"$20,000,000",$0,"Horror, Mystery, Thriller","Shannyn Sossamon, Edward Burns, Ana Claudia Talancón",Eric Valette
Eye for an Eye,"$20,000,000",$0,"Drama, Thriller","Sally Field, Kiefer Sutherland, Ed Harris",John Schlesinger
The Bank Job,"$20,000,000","$64,822,796","Thriller, Crime, Drama","Jason Statham, Saffron Burrows, Stephen Campbell Moore",Roger Donaldson
Eternal Sunshine of the Spotless Mind,"$20,000,000","$72,258,126","Science Fiction, Drama, Romance","Jim Carrey, Kate Winslet, Kirsten Dunst",Michel Gondry
You Again,"$20,000,000","$32,005,248","Comedy, Romance","Kristen Bell, Sigourney Weaver, Betty White",Andy Fickman
Street Kings,"$20,000,000","$65,569,869","Action, Crime, Drama, Thriller","Keanu Reeves, Forest Whitaker, Chris Evans",David Ayer
The World's End,"$20,000,000","$46,089,287","Comedy, Action, Science Fiction","Simon Pegg, Nick Frost, Martin Freeman",Edgar Wright
Nancy Drew,$0,$0,"Action, Adventure, Crime, Family, Mystery, Thriller","Emma Roberts, Josh Flitter, Max Thieriot",Andrew Fleming
Daybreakers,"$20,000,000","$51,416,464","Fantasy, Horror, Action, Thriller, Science Fiction","Ethan Hawke, Sam Neill, Willem Dafoe",Michael Spierig
She's Out of My League,"$20,000,000","$49,779,728","Comedy, Romance","Alice Eve, Jay Baruchel, Mike Vogel",Jim Field Smith
Monte Carlo,"$20,000,000","$17,425,000","Adventure, Comedy, Romance","Selena Gomez, Katie Cassidy, Cory Monteith",Thomas Bezucha
Stay Alive,"$9,000,000","$27,105,095","Horror, Thriller","Jon Foster, Samaire Armstrong, Frankie Muniz",William Brent Bell
Quigley Down Under,$0,$0,"Romance, Action, Adventure, Western, Drama","Tom Selleck, Laura San Giacomo, Alan Rickman",Simon Wincer
Alpha and Omega,"$20,000,000","$39,300,000","Family, Animation","Hayden Panettiere, Justin Long, Dennis Hopper",Ben Gluck
The Covenant,"$20,000,000","$37,597,471","Action, Adventure, Fantasy, Horror, Science Fiction, Thriller","Steven Strait, Laura Ramsey, Jessica Lucas",Renny Harlin
Stick It,$0,$0,"Comedy, Drama","Jeff Bridges, Missy Peregrym, Vanessa Lengies",Jessica Bendinger
Shorts,"$40,000,000","$28,972,508","Comedy, Family","Jimmy Bennett, Kat Dennings, Jolie Vanier",Robert Rodriguez
To Die For,"$20,000,000","$21,284,514","Fantasy, Drama, Comedy, Thriller","Nicole Kidman, Matt Dillon, Joaquin Phoenix",Gus Van Sant
Nerve,"$20,000,000","$83,707,310","Mystery, Adventure, Crime","Emma Roberts, Dave Franco, Emily Meade",Henry Joost
Appaloosa,"$20,000,000","$20,211,394","Drama, Western, Crime","Viggo Mortensen, Ed Harris, Renée Zellweger",Ed Harris
Vampires,"$20,000,000",$0,"Action, Drama, Fantasy, Horror, Thriller","James Woods, Daniel Baldwin, Sheryl Lee",John Carpenter
Psycho,"$806,948","$32,000,000","Drama, Horror, Thriller","Anthony Perkins, Vera Miles, John Gavin",Alfred Hitchcock
My Best Friend's Girl,"$20,000,000","$36,620,508","Romance, Comedy","Dane Cook, Kate Hudson, Alec Baldwin",Howard Deutch
Endless Love,"$20,000,000","$34,077,920","Drama, Romance","Alex Pettyfer, Gabriella Wilde, Robert Patrick",Shana Feste
Georgia Rule,"$20,000,000",$0,"Comedy, Drama, Romance","Jane Fonda, Lindsay Lohan, Felicity Huffman",Garry Marshall
Under the Rainbow,"$20,000,000","$2,297,493",Comedy,"Chevy Chase, Carrie Fisher, Eve Arden",Steve Rash
Ladyhawke,"$20,000,000","$18,432,000","Adventure, Drama, Fantasy, Romance","Matthew Broderick, Rutger Hauer, Michelle Pfeiffer",Richard Donner
Simon Birch,"$20,000,000","$18,253,415","Comedy, Drama, Family","Jim Carrey, Ashley Judd, Ian Michael Smith",Mark Steven Johnson
Reign Over Me,"$20,000,000","$22,222,308",Drama,"Adam Sandler, Don Cheadle, Jada Pinkett Smith",Mike Binder
Into the Wild,"$15,000,000","$56,255,142","Adventure, Drama","Emile Hirsch, Marcia Gay Harden, William Hurt",Sean Penn
School for Scoundrels,"$20,000,000","$17,807,569","Comedy, Drama, Romance","Billy Bob Thornton, Jon Heder, Jacinda Barrett",Todd Phillips
Silent Hill: Revelation 3D,"$20,000,000","$52,302,796","Thriller, Horror, Mystery","Adelaide Clemens, Kit Harington, Sean Bean",Michael J. Bassett
From Dusk Till Dawn,"$19,000,000","$25,836,616","Horror, Action, Thriller, Crime","George Clooney, Quentin Tarantino, Harvey Keitel",Robert Rodriguez
Pooh's Heffalump Movie,$0,$0,"Animation, Family","Jim Cummings, John Fiedler, Nikita Hopkins",Frank Nissen
Home for the Holidays,$0,"$17,519,169","Comedy, Drama, Romance","Holly Hunter, Robert Downey Jr., Anne Bancroft",Jodie Foster
Kung Fu Hustle,"$20,000,000","$100,914,445","Action, Comedy, Crime, Fantasy","Stephen Chow, Yuen Wah, Yuen Qiu",Stephen Chow
The Country Bears,"$35,000,000",$0,"Adventure, Comedy, Family","Haley Joel Osment, Diedrich Bader, Candy Ford",Peter Hastings
